Airport,ShortName,Location,Country,Size
Bislig Airport,BPH,Bislig,Philippines,1
Busuanga Airport,USU,Busuanga,Philippines,1
Butuan Airport,BXU,Butuan,Philippines,1
Lumbia Airport,CGY,Cagayan De Oro,Philippines,1
Cagayan De Sulu Airport,CDY,Cagayan De Sulu,Philippines,1
Campbellpore Airport,CWP,Campbellpore,Pakistan,1
Chilas Airport,CHB,Chilas,Pakistan,1
Chitral Airport,CJL,Chitral,Pakistan,1
Dadu Airport,DDU,Dadu,Pakistan,1
Dalbandin Airport,DBA,Dalbandin,Pakistan,1
Dera Ghazi Khan Airport,DEA,Dera Ghazi Khan,Pakistan,1
Bajhang Airport,BJH,Bajhang,Nepal,1
Bajura Airport,BJU,Bajura,Nepal,1
Bhadrapur Airport,BDP,Bhadrapur,Nepal,1
Bhairawa Airport,BWA,Bhairawa,Nepal,1
Bharatpur Airport,BHR,Bharatpur,Nepal,1
Bhojpur Airport,BHP,Bhojpur,Nepal,1
Biratnagar Airport,BIR,Biratnagar,Nepal,1
Chaurjhari Airport,HRJ,Chaurjhari,Nepal,1
Dang Airport,DNP,Dang,Nepal,1
Roi Et Airport,ROI,Roi Et,Thailand,1
Sakon Nakhon Airport,SNO,Sakon Nakhon,Thailand,1
Songkhla Airport,SGZ,Songkhla,Thailand,1
Sukhothai Airport,THS,Sukhothai,Thailand,2
Surat Thani Airport,URT,Surat Thani,Thailand,2
Surin Airport,PXR,Surin,Thailand,1
Tak Airport,TKT,Tak,Thailand,1
Takhli Airport,TKH,Takhli,Thailand,1
Calbayog Airport,CYP,Calbayog,Philippines,1
Mambajao Airport,CGM,Camiguin,Philippines,1
Casiguran Airport,CGG,Casiguran,Philippines,1
National Airport,CRM,Catarman,Philippines,1
Dera Ismail Khan Airport,DSK,Dera Ismail Khan,Pakistan,1
Faisalabad Airport,LYP,Faisalabad,Pakistan,1
Gilgit Airport,GIL,Gilgit,Pakistan,1
Gujrat Airport,GRT,Gujrat,Pakistan,1
Gwadar Airport,GWD,Gwadar,Pakistan,1
Hyderabad Airport,HDD,Hyderabad,Pakistan,1
Islamabad International Airport,ISB,Islamabad,Pakistan,3
Darchula Airport,DAP,Darchula,Nepal,1
Dhangarhi Airport,DHI,Dhangarhi,Nepal,1
Dolpa Airport,DOP,Dolpa,Nepal,1
Gorkha Airport,GKH,Gorkha,Nepal,1
Janakpur Airport,JKR,Janakpur,Nepal,1
Jiri Airport,JIR,Jiri,Nepal,1
Jomsom Airport,JMO,Jomsom,Nepal,1
Jumla Airport,JUM,Jumla,Nepal,1
Tribhuvan Airport,KTM,Kathmandu,Nepal,3
Trang Airport,TST,Trang,Thailand,2
Trat Airport,TDX,Trat / Ko Chang,Thailand,2
Muang Ubon Airport,UBP,Ubon Ratchathani,Thailand,2
Udon Thani Airport,UTH,Udon Thani,Thailand,2
Utapao Airport,UTP,Utapao,Thailand,2
Uttaradit Airport,UTR,Uttaradit,Thailand,1
Malay Airport,MPH,"Caticlan, Boracay",Philippines,1
Cauayan Airport,CYZ,Cauayan,Philippines,1
Mactan International Airport,CEB,Cebu,Philippines,2
Coron Airport,XCN,Coron,Philippines,1
Awang Airport,CBO,Cotabato,Philippines,1
Culion Airport,CUJ,Culion,Philippines,1
Cuyo Airport,CYU,Cuyo,Philippines,1
Camarines Norte Airport,DTE,Daet,Philippines,1
Jacobabad Airport,JAG,Jacobabad,Pakistan,1
Jiwani Airport,JIW,Jiwani,Pakistan,1
Kadanwari Airport,KCF,Kadanwari,Pakistan,1
Kalat Airport,KBH,Kalat,Pakistan,1
Quaid-E-Azam International Airport,KHI,Karachi,Pakistan,3
Khuzdar Airport,KDD,Khuzdar,Pakistan,1
Kohat Airport,OHT,Kohat,Pakistan,1
Allama Iqbal International Airport,LHE,Lahore,Pakistan,2
Lamidanda Airport,LDN,Lamidanda,Nepal,1
Langtang Airport,LTG,Langtang,Nepal,1
Lukla Airport,LUA,Lukla,Nepal,1
Mahendranagar Airport,XMG,Mahendranagar,Nepal,1
Manang Airport,NGX,Manang,Nepal,1
Meghauli Airport,MEY,Meghauli,Nepal,1
Mountain Airport,MWP,Mountain,Nepal,1
Nepalganj Airport,KEP,Nepalganj,Nepal,1
Phaplu Airport,PPL,Phaplu,Nepal,1
Mati Airport,DVO,Davao,Philippines,1
Dilasag Airport,DSG,Dilasag,Philippines,1
Dipolog Airport,DPL,Dipolog,Philippines,1
Dumaguete Airport,DGT,Dumaguete,Philippines,1
El Nido Airport,ENI,El Nido,Philippines,1
Buayan Airport,GES,General Santos,Philippines,1
Maria Cristina Airport,IGN,Iligan,Philippines,1
Mandurriao Airport,ILO,Iloilo,Philippines,1
Ipil Airport,IPE,Ipil,Philippines,1
Lora Lai Airport,LRG,Lora Lai,Pakistan,1
Mangla Airport,XJM,Mangla,Pakistan,1
Mansehra Airport,HRA,Mansehra,Pakistan,1
Mianwali Airport,MWD,Mianwali,Pakistan,1
Mirpur Khas Airport,MPD,Mirpur Khas,Pakistan,1
Mohenjodaro Airport,MJD,Mohenjodaro,Pakistan,1
Multan Airport,MUX,Multan,Pakistan,1
Muzaffarabad Airport,MFG,Muzaffarabad,Pakistan,1
Pokhara Airport,PKR,Pokhara,Nepal,1
Rajbiraj Airport,RJB,Rajbiraj,Nepal,1
Ramechhap Airport,RHP,Ramechhap,Nepal,1
Rolpa Airport,RPA,Rolpa,Nepal,1
Rukumkot Airport,RUK,Rukumkot,Nepal,1
Rumjatar Airport,RUM,Rumjatar,Nepal,1
Sanfebagar Airport,FEB,Sanfebagar,Nepal,1
Silgadi Doti Airport,SIH,Silgadi Doti,Nepal,1
Simara Airport,SIF,Simara,Nepal,1
Simikot Airport,IMK,Simikot,Nepal,1
Jolo Airport,JOL,Jolo,Philippines,1
Kalibo Airport,KLO,Kalibo,Philippines,1
Laoag Airport,LAO,Laoag,Philippines,1
Legaspi Airport,LGP,Legaspi,Philippines,1
Lubang Airport,LBX,Lubang,Philippines,1
Nawabshah Airport,WNS,Nawabshah,Pakistan,1
Nushki Airport,NHS,Nushki,Pakistan,1
Ormara Airport,ORW,Ormara,Pakistan,1
Panjgur Airport,PJG,Panjgur,Pakistan,1
Para Chinar Airport,PAJ,Para Chinar,Pakistan,1
Pasni Airport,PSI,Pasni,Pakistan,1
Peshawar International Airport,PEW,Peshawar,Pakistan,2
Quetta Airport,UET,Quetta,Pakistan,1
Surkhet Airport,SKH,Surkhet,Nepal,1
Syangboche Airport,SYH,Syangboche,Nepal,1
Taplejung Airport,TPJ,Taplejung,Nepal,1
Tikapur Airport,TPU,Tikapur,Nepal,1
Tumling Tar Airport,TMI,Tumling Tar,Nepal,1
Lwbak Airport,LWA,Lwbak,Philippines,1
Malabang Airport,MLP,Malabang,Philippines,1
Mamburao Airport,MBO,Mamburao,Philippines,1
Ninoy Aquino International Airport,MNL,Manila,Philippines,5
Maramag Airport,XMA,Maramag,Philippines,1
Marinduque Airport,MRQ,Marinduque,Philippines,1
Masbate Airport,MBT,Masbate,Philippines,1
Mati Airport,MXI,Mati,Philippines,1
Naga Airport,WNP,Naga,Philippines,1
Ormoc Airport,OMC,Ormoc,Philippines,1
Rahim Yar Khan Airport,RYK,Rahim Yar Khan,Pakistan,1
Rawala Kot Airport,RAZ,Rawala Kot,Pakistan,1
Sahiwal Airport,SWN,Sahiwal,Pakistan,1
Saidu Sharif Airport,SDT,Saidu Sharif,Pakistan,1
Bhagatanwala Apt Airport,BHW,Sargodha,Pakistan,1
Gan/Seenu Airport,GAN,Gan Island,Maldives,1
Hanimaadhoo Airport,HAQ,Hanimaadhoo,Maldives,1
Kaadedhdhoo Airport,KDM,Kaadedhdhoo,Maldives,1
Kadhdhoo Airport,KDO,Kadhdhoo,Maldives,1
Male International Airport,MLE,Male,Maldives,3
Alor Setar Airport,AOR,Alor Setar,Malaysia,2
Bakalalan Airport,BKM,Bakalalan,Malaysia,1
Bario Airport,BBN,Bario,Malaysia,1
Belaga Airport,BLG,Belaga,Malaysia,1
Bintulu Airport,BTU,Bintulu,Malaysia,2
Butterworth Airport,BWH,Butterworth,Malaysia,1
Labo Airport,OZC,Ozamis City,Philippines,1
Pagadian Airport,PAG,Pagadian,Philippines,1
Puerto Princesa Airport,PPS,Puerto Princesa,Philippines,1
Roxas City Airport,RXS,Roxas City,Philippines,1
San Fernando Airport,SFE,San Fernando,Philippines,1
McGuire Field,SJI,San Jose,Philippines,1
Sanga Sanga Airport,SGS,Sanga Sanga,Philippines,1
NAF Airport,NSP,Sangley Point,Philippines,1
Attopeu Airport,AOU,Attopeu,Laos,1
Ban Houei Airport,OUI,Ban Houei,Laos,1
Houeisay Airport,HOE,Houeisay,Laos,1
Khong Airport,KOG,Khong,Laos,1
Luang Namtha Airport,LXG,Luang Namtha,Laos,1
Luang Prabang Airport,LPQ,Luang Prabang,Laos,2
Muong Sai Airport,UON,Muong Sai,Laos,1
Oudomxay Airport,ODY,Oudomxay,Laos,1
Paksane Airport,PKS,Paksane,Laos,1
Sargodha Apt Airport,SGI,Sargodha,Pakistan,1
Sawan Airport,RZS,Sawan,Pakistan,1
Sehwen Sharif Airport,SYW,Sehwen Sharif,Pakistan,1
Shikarpur Airport,SWV,Shikarpur,Pakistan,1
Sialkot Airport,SKT,Sialkot,Pakistan,1
Sibi Airport,SBQ,Sibi,Pakistan,1
Skardu Airport,KDU,Skardu,Pakistan,1
Sui Airport,SUL,Sui,Pakistan,1
Sukkur Airport,SKZ,Sukkur,Pakistan,1
Aek Godang Airport,AEG,Aek Godang,Indonesia,1
Alor Island Airport,ARD,Alor Island,Indonesia,1
Amahai Airport,AHI,Amahai,Indonesia,1
Singerbhil Airport,IXA,Agartala,India,2
Agatti Island Airport,AGX,Agatti Island,India,1
Kheria Airport,AGR,Agra,India,1
Ahmedabad Airport,AMD,Ahmedabad,India,2
Aizawl Airport,AJL,Aizawl,India,1
Akola Airport,AKD,Akola,India,1
Genting Airport,GTB,Genting,Malaysia,1
Sultan Azlan Shah Airport,IPH,Ipoh,Malaysia,2
Senai International Airport,JHB,Johor Bahru,Malaysia,2
Kapit Airport,KPI,Kapit,Malaysia,1
Keningau Airport,KGU,Keningau,Malaysia,1
Kerteh Airport,KTE,Kerteh,Malaysia,1
Pengkalan Chepa Airport,KBR,Kota Bharu,Malaysia,2
Kota Kinabalu Airport,BKI,Kota Kinabalu,Malaysia,2
Kuala Lumpur International Airport / KLIA,KUL,Kuala Lumpur,Malaysia,5
Siasi Airport,SSV,Siasi,Philippines,1
Sicogon Island Airport,ICO,Sicogon Island,Philippines,1
Siocon Airport,XSO,Siocon,Philippines,1
Surigao Airport,SUG,Surigao,Philippines,1
Battambang Airport,BBM,Battambang,Cambodia,1
Kampot Airport,KMT,Kampot,Cambodia,1
Koh Kong Airport,KKZ,Koh Kong,Cambodia,1
Kompong Thom Airport,KZK,Kompong Thom,Cambodia,1
Kompong-Chhna Airport,KZC,Kompong-Chhna,Cambodia,1
Krakor Airport,KZD,Krakor,Cambodia,1
Kratie Airport,KTI,Kratie,Cambodia,1
Mundulkiri Airport,MWV,Mundulkiri,Cambodia,1
Oddor Meanche Airport,OMY,Oddor Meanche,Cambodia,1
Pakse Airport,PKZ,Pakse,Laos,1
Bounneua Airport,PCQ,Phongsaly,Laos,1
Sam Neua Airport,NEU,Sam Neua,Laos,1
Saravane Airport,VNA,Saravane,Laos,1
Savannakhet Airport,ZVK,Savannakhet,Laos,1
Sayaboury Airport,ZBY,Sayaboury,Laos,1
Seno Airport,SND,Seno,Laos,1
Thakhek Airport,THK,Thakhek,Laos,1
Taftan Airport,TFT,Taftan,Pakistan,1
Tarbela Airport,TLB,Tarbela,Pakistan,1
Turbat Airport,TUK,Turbat,Pakistan,1
Wana Airport,WAF,Wana,Pakistan,1
Zhob Airport,PZH,Zhob,Pakistan,1
Pattimura Airport,AMQ,Ambon,Indonesia,1
Anggi Airport,AGD,Anggi,Indonesia,1
Apalapsili Airport,AAS,Apalapsili,Indonesia,1
Arso Airport,ARJ,Arso,Indonesia,1
Gunung Batin Airport,AKQ,Astraksetra,Indonesia,1
Atambua Airport,ABU,Atambua,Indonesia,1
Atauro Airport,AUT,Atauro,Indonesia,1
Ayawasi Airport,AYW,Ayawasi,Indonesia,1
Babo Airport,BXB,Babo,Indonesia,1
Bamrauli Airport,IXD,Allahabad,India,1
Along Airport,IXV,Along,India,1
Raja Sansi Airport,ATQ,Amritsar,India,2
Chikkalthana Airport,IXU,Aurangabad,India,2
Bagdogra Airport,IXB,Bagdogra,India,2
Sultan Abdul Aziz Shah (Subang) Airport,SZB,Kuala Lumpur,Malaysia,1
Sultan Mahmood Airport,TGG,Kuala Terengganu,Malaysia,2
Sultan Ahmad Shah Airport,KUA,Kuantan,Malaysia,2
Kuching Airport,KCH,Kuching,Malaysia,2
Kudat Airport,KUD,Kudat,Malaysia,1
Labuan Airport,LBU,Labuan,Malaysia,2
Lahad Datu Airport,LDU,Lahad Datu,Malaysia,2
Langkawi Airport,LGK,Langkawi,Malaysia,2
Lawas Airport,LWY,Lawas,Malaysia,1
Tablas Airport,TBH,Tablas,Philippines,1
D.Z. Romualdez Airport,TAC,Tacloban,Philippines,1
Tagbilaran Airport,TAG,Tagbilaran,Philippines,1
Tagbita Airport,TGB,Tagbita,Philippines,1
Tandag Airport,TDG,Tandag,Philippines,1
Tawitawi Airport,TWT,Tawitawi,Philippines,1
CLR Airport,RZP,Taytay Sandoval,Philippines,1
Tuguegarao Airport,TUG,Tuguegarao,Philippines,1
Virac Airport,VRC,Virac,Philippines,1
Cocos Islands Airport,CCK,Cocos Islands,Cocos (Keeling) Islands,1
Pailin Airport,PAI,Pailin,Cambodia,2
Pochentong Airport,PNH,Phnom Penh,Cambodia,3
Poipet Airport,HPP,Poipet,Cambodia,1
Ratanakiri Airport,RBE,Ratanakiri,Cambodia,1
Siem Reap Airport,REP,Siem Reap,Cambodia,2
Bagan Airport,BPE,Bagan,Burma (Myanmar),1
Bassein Airport,BSX,Bassein,Burma (Myanmar),1
Bhamo Airport,BMO,Bhamo,Burma (Myanmar),1
Dawe Airport,TVY,Dawe,Burma (Myanmar),1
Gangaw Airport,GAW,Gangaw,Burma (Myanmar),1
Gwa Airport,GWA,Gwa,Burma (Myanmar),1
Heho Airport,HEH,Heho,Burma (Myanmar),1
Udomxay Airport,UDO,Udomxay,Laos,1
Vangrieng Airport,VGG,Vangrieng,Laos,1
Viengxay Airport,VNG,Viengxay,Laos,1
Wattay Airport,VTE,Vientiane,Laos,2
Xayabury Airport,XAY,Xayabury,Laos,1
Xieng Khouang Airport,XKH,Xieng Khouang,Laos,1
Xienglom Airport,XIE,Xienglom,Laos,1
Bade Airport,BXD,Bade,Indonesia,1
Bajawa Airport,BJW,Bajawa,Indonesia,1
Sepingan Airport,BPN,Balikpapan,Indonesia,2
Banaina Airport,NAF,Banaina,Indonesia,1
Balurghat Airport,RGH,Balurghat,India,1
Hindustan Airport,BLR,Bangalore,India,4
Bareli Airport,BEK,Bareli,India,1
Sambre Airport,IXG,Belgaum,India,1
Bellary Airport,BEP,Bellary,India,1
Bhatinda Airport,BUP,Bhatinda,India,1
Bhavnagar Airport,BHU,Bhavnagar,India,2
Bhopal Airport,BHO,Bhopal,India,2
Limbang Airport,LMN,Limbang,Malaysia,1
Long Akah Airport,LKH,Long Akah,Malaysia,1
Long Banga Airfield,LBP,Long Banga,Malaysia,1
Long Lama Airport,LLM,Long Lama,Malaysia,1
Long Lellang Airport,LGL,Long Lellang,Malaysia,1
Long Pasia Airport,GSA,Long Pasia,Malaysia,1
Lawas Airport,LSM,Long Semado,Malaysia,1
Long Seridan Airport,ODN,Long Seridan,Malaysia,1
Long Sukang Airport,LSU,Long Sukang,Malaysia,1
Zamboanga Airport,ZAM,Zamboanga,Philippines,1
Sihanoukville Airport,KOS,Sihanoukville,Cambodia,1
Stung Treng Airport,TNX,Stung Treng,Cambodia,1
Svay Rieng Airport,SVR,Svay Rieng,Cambodia,1
Henzada Airport,HEB,Henzada,Burma (Myanmar),1
Homalin Airport,HOX,Homalin,Burma (Myanmar),1
Kalemyo Airport,KMV,Kalemyo,Burma (Myanmar),1
Kawthaung Airport,KAW,Kawthaung,Burma (Myanmar),1
Keng Tung Airport,KET,Keng Tung,Burma (Myanmar),1
Khamti Airport,KHM,Khamti,Burma (Myanmar),1
Kyaukpyu Airport,KYP,Kyaukpyu,Burma (Myanmar),1
Kyauktaw Airport,KYT,Kyauktaw,Burma (Myanmar),1
Lashio Airport,LSH,Lashio,Burma (Myanmar),1
Blang Bintang Airport,BTJ,Banda Aceh,Indonesia,2
Bandanaira Airport,NDA,Bandanaira,Indonesia,1
Branti Airport,TKG,Bandar Lampung,Indonesia,1
Husein Sastranegara Airport,BDO,Bandung,Indonesia,2
Sjamsudin Noor Airport,BDJ,Banjarmasin,Indonesia,2
Hang Nadim Airport,BTH,Batam,Indonesia,2
Batom Airport,BXM,Batom,Indonesia,1
Batu Licin Airport,BTW,Batu Licin,Indonesia,1
Baubau Airport,BUW,Baubau,Indonesia,1
Bhubaneswar Airport,BBI,Bhubaneswar,India,1
Rudra Mata Airport,BHJ,Bhuj,India,2
Bikaner Airport,BKB,Bikaner,India,1
Bilaspur Airport,PAB,Bilaspur,India,1
Chhatrapati Shivaji Airport,BOM,Bombay (Mumbai),India,5
Netaji Subhas Chandra Airport,CCU,Calcutta (Kolkata),India,3
Car Nicobar Airport,CBD,Car Nicobar,India,1
Chandigarh Airport,IXC,Chandigarh,India,2
Peelamedu Airport,CJB,Coimbatore,India,2
Batu Berendum Airport,MKZ,Malacca,Malaysia,1
Marudi Airport,MUR,Marudi,Malaysia,1
Mersing Airport,MEP,Mersing,Malaysia,1
Miri Airport,MYY,Miri,Malaysia,2
Mostyn Airport,MZS,Mostyn,Malaysia,1
Mukah Airport,MKM,Mukah,Malaysia,1
Mulu Airport,MZV,Mulu,Malaysia,1
Pamol Airport,PAY,Pamol,Malaysia,1
Pangkor Airport,PKG,Pangkor,Malaysia,1
Loikaw Airport,LIW,Loikaw,Burma (Myanmar),1
Magwe Airport,MWQ,Magwe,Burma (Myanmar),1
Manaung Airport,MGU,Manaung,Burma (Myanmar),1
Annisaton Airport,MDL,Mandalay,Burma (Myanmar),1
Maulmyine Airport,MNU,Maulmyine,Burma (Myanmar),1
English Madeira Airport,BCH,Baucau,Indonesia,1
Padangkemiling Airport,BKS,Bengkulu,Indonesia,1
Benjina Airport,BJK,Benjina,Indonesia,1
Berau Airport,BEJ,Berau,Indonesia,1
Mokmer Airport,BIK,Biak,Indonesia,2
Bima Airport,BMU,Bima,Indonesia,1
Bintuni Airport,NTI,Bintuni,Indonesia,1
Bokondini Airport,BUI,Bokondini,Indonesia,1
Bolaang Airport,BJG,Bolaang,Indonesia,1
Cooch Behar Airport,COH,Cooch Behar,India,1
Cuddapah Airport,CDP,Cuddapah,India,1
Daman Airport,NMB,Daman,India,1
Daparizo Airport,DAE,Daparizo,India,1
Darjeeling Airport,DAI,Darjeeling,India,1
Dehra Dun Airport,DED,Dehra Dun,India,1
Indira Gandhi International Airport,DEL,Delhi,India,5
Deparizo Airport,DEP,Deparizo,India,1
Dhanbad Airport,DBD,Dhanbad,India,1
Penang International Airport,PEN,Penang,Malaysia,3
Layang Airstrip,LAC,Pulau Layang,Malaysia,1
Ranau Airport,RNU,Ranau,Malaysia,1
LTS Pulau Redang Airport,RDN,Redang,Malaysia,1
Sahabat 16 Airport,SXS,Sahabat 16,Malaysia,1
Sandakan Airport,SDK,Sandakan,Malaysia,2
Sematan Airport,BSE,Sematan,Malaysia,1
Semporna Airport,SMM,Semporna,Malaysia,1
Momeik Airport,MOE,Momeik,Burma (Myanmar),1
Mong Hsat Airport,MOG,Mong Hsat,Burma (Myanmar),1
Mong Ton Airport,MGK,Mong Ton,Burma (Myanmar),1
Myeik Airport,MGZ,Myeik,Burma (Myanmar),1
Bontang Airport,BXT,Bontang,Indonesia,1
Bunyu Airport,BYQ,Bunyu,Indonesia,1
Buol Airport,UOL,Buol,Indonesia,1
Cepu Airport,CPF,Cepu,Indonesia,1
Tunggul Wulung Airport,CXP,Cilacap,Indonesia,1
Penggung Airport,CBN,Cirebon,Indonesia,1
Dabra Airport,DRH,Dabra,Indonesia,1
Gaggal Airport,DHM,Dharamsala,India,1
Chabua Airport,DIB,Dibrugarh,India,1
Dimapur Airport,DMU,Dimapur,India,1
Diu Airport,DIU,Diu,India,2
Gaya Airport,GAY,Gaya,India,1
Dabolim Airport,GOI,Goa,India,2
Gorakhpur Airport,GOP,Gorakhpur,India,1
Sepulot Airport,SPE,Sepulot,Malaysia,1
Sibu Airport,SBW,Sibu,Malaysia,2
Simanggang Airport,SGG,Simanggang,Malaysia,1
Sipitang Airport,SPT,Sipitang,Malaysia,1
Sitiawan Airport,SWY,Sitiawan,Malaysia,1
Myitkyina Airport,MYT,Myitkyina,Burma (Myanmar),1
Namsang Airport,NMS,Namsang,Burma (Myanmar),1
Namtu Airport,NMT,Namtu,Burma (Myanmar),1
Nyaung-u Airport,NYU,Nyaung-u,Burma (Myanmar),1
Pa-an Airport,PAA,Pa-an,Burma (Myanmar),1
Pakokku Airport,PKK,Pakokku,Burma (Myanmar),1
Papun Airport,PPU,Papun,Burma (Myanmar),1
Pauk Airport,PAU,Pauk,Burma (Myanmar),1
Prome Airport,PRU,Prome,Burma (Myanmar),1
Datadawai Airport,DTD,Datadawai,Indonesia,1
Ngurah Rai Airport,DPS,"Denpasar, Bali",Indonesia,4
Dobo Airport,DOB,Dobo,Indonesia,1
Pinang Kampai Airport,DUM,Dumai,Indonesia,1
Elelim Airport,ELR,Elelim,Indonesia,1
Enarotali Airport,EWI,Enarotali,Indonesia,1
Brunei International Airport,BWN,Bandar Seri Begawan,Brunei,2
Paro Airport,PBH,Paro,Bhutan,1
Guna Airport,GUX,Guna,India,1
Borjhar Airport,GAU,Guwahati,India,2
Gwalior Airport,GWL,Gwalior,India,1
Hissar Airport,HSS,Hissar,India,1
Hubli Airport,HBX,Hubli,India,1
Barisal Airport,BZL,Barisal,Bangladesh,1
Patenga Airport,CGP,Chittagong,Bangladesh,2
Comilla Airport,CLA,Comilla,Bangladesh,1
Cox's Bazar Airport,CXB,Cox's Bazar,Bangladesh,1
Zia International Airport,DAC,Dhaka,Bangladesh,3
Ishurdi Airport,IRD,Ishurdi,Bangladesh,1
Sungei Tekai Airport,GTK,Sungei Tekai,Malaysia,1
Taiping Airport,TPG,Taiping,Malaysia,1
Taman Negara Airport,SXT,Taman Negara,Malaysia,1
Tawau Airport,TWU,Tawau,Malaysia,2
Telupid Airport,TEL,Telupid,Malaysia,1
Tioman Airport,TOD,Tioman,Malaysia,1
Tomanggong Airport,TMG,Tomanggong,Malaysia,1
Bamiyan Airport,BIN,Bamiyan,Afghanistan,1
Bost Airport,BST,Bost,Afghanistan,1
Chakcharan Airport,CCN,Chakcharan,Afghanistan,1
Darwaz Airport,DAZ,Darwaz,Afghanistan,1
Faizabad Airport,FBD,Faizabad,Afghanistan,1
Farah Airport,FAH,Farah,Afghanistan,1
Putao Airport,PBU,Putao,Burma (Myanmar),1
Civil Airport,AKY,Sittwe,Burma (Myanmar),1
Tachilek Airport,THL,Tachilek,Burma (Myanmar),1
Thandwe Airport,SNW,Thandwe,Burma (Myanmar),1
Tilin Airport,TIO,Tilin,Burma (Myanmar),1
Mingaladon Airport,RGN,Yangon,Burma (Myanmar),3
Ye Airport,XYE,Ye,Burma (Myanmar),1
Futuna Island Airport,FUT,Futuna Island,Wallis and Futuna,1
Wallis Island Airport,WLS,Wallis Island,Wallis and Futuna,1
Ende Airport,ENE,Ende,Indonesia,1
Ewer Airport,EWE,Ewer,Indonesia,1
Fak Fak Airport,FKQ,Fak Fak,Indonesia,1
Aneityum Airport,AUY,Aneityum,Vanuatu,1
Aniwa Airport,AWD,Aniwa,Vanuatu,1
Big Bay Airport,GBA,Big Bay,Vanuatu,1
Craig Cove Airport,CCV,Craig Cove,Vanuatu,1
Dillons Bay Airport,DLY,Dillons Bay,Vanuatu,1
Emae Airport,EAE,Emae,Vanuatu,1
Epi Airport,EPI,Epi,Vanuatu,1
Pekoa Airport,SON,Espiritu Santo,Vanuatu,1
Begumpet Airport,HYD,Hyderabad,India,3
Municipal Airport,IMF,Imphal,India,2
Indore Airport,IDR,Indore,India,2
Jabalpur Airport,JLR,Jabalpur,India,1
Jagdalpur Airport,JGB,Jagdalpur,India,1
Sanganeer Airport,JAI,Jaipur,India,2
Jaisalmer Airport,JSA,Jaisalmer,India,1
Satwari Airport,IXJ,Jammu,India,2
Govardhanpur Airport,JGA,Jamnagar,India,1
Jessore Airport,JSR,Jessore,Bangladesh,1
Khulna Airport,KHL,Khulna,Bangladesh,1
Gardez Airport,GRG,Gardez,Afghanistan,1
Ghazni Airport,GZI,Ghazni,Afghanistan,1
Herat Airport,HEA,Herat,Afghanistan,1
Jalalabad Airport,JAA,Jalalabad,Afghanistan,1
Khwaja Rawash Airport,KBL,Kabul,Afghanistan,1
Kandahar Airport,KDH,Kandahar,Afghanistan,1
Khost Airport,KHT,Khost,Afghanistan,1
Khwahan Airport,KWH,Khwahan,Afghanistan,1
Gag Island Airport,GAV,Gag Island,Indonesia,1
Galela Airport,GLX,Galela,Indonesia,1
Gebe Airport,GEB,Gebe,Indonesia,1
Tolotio Airport,GTO,Gorontalo,Indonesia,1
Gunungsitoli Airport,GNS,Gunungsitoli,Indonesia,1
Illaga Airport,ILA,Illaga,Indonesia,1
Ilu Airport,IUL,Ilu,Indonesia,1
Inanwatan Airport,INX,Inanwatan,Indonesia,1
Funafuti Atol International Airport,FUN,Funafuti Atol,Tuvalu,1
Futuna Airport,FTA,Futuna Island,Vanuatu,1
Gaua Airport,ZGU,Gaua,Vanuatu,1
Ipota Airport,IPA,Ipota,Vanuatu,1
Lamap Airport,LPM,Lamap,Vanuatu,1
Lamen Bay Airport,LNB,Lamen Bay,Vanuatu,1
Kaufana Airport,EUA,Eua,Tonga,1
Kuini Lavenia Airport,NTT,Niuatoputapu,Tonga,1
Fija'Arnotu International Airport,TBU,Nuku'Alofa,Tonga,2
Sonari Airport,IXW,Jamshedpur,India,1
Jeypore Airport,PYB,Jeypore,India,1
Jodhpur Airport,JDH,Jodhpur,India,2
Rowriah Airport,JRH,Jorhat,India,2
Kailashahar Airport,IXH,Kailashahar,India,1
Kamalpur Airport,IXQ,Kamalpur,India,1
Kandla Airport,IXY,Kandla,India,1
Kanpur Airport,KNU,Kanpur,India,1
Rajshahi Airport,RJH,Rajshahi,Bangladesh,1
Rangpur Airport,RAU,Rangpur,Bangladesh,1
Saidpur Airport,SPD,Saidpur,Bangladesh,1
Sandwip Airport,SDW,Sandwip,Bangladesh,1
Shamshernagar Airport,ZHM,Shamshernagar,Bangladesh,1
Sirajganj Airport,SAJ,Sirajganj,Bangladesh,1
Osmani International Airport,ZYL,Sylhet,Bangladesh,2
Thakurgaon Airport,TKR,Thakurgaon,Bangladesh,1
Kunduz Airport,UND,Kunduz,Afghanistan,1
Kuran-O-Munjan Airport,KUR,Kuran-O-Munjan,Afghanistan,1
Maimana Airport,MMZ,Maimana,Afghanistan,1
Mazar-I-Sharif Airport,MZR,Mazar-I-Sharif,Afghanistan,1
Nimroz Airport,IMZ,Nimroz,Afghanistan,1
Halim Perdana Kusuma Airport,HLP,Jakarta,Indonesia,1
Soekarno-Hatta International Airport,CGK,Jakarta,Indonesia,5
Sultan Taha Syarifudn Airport,DJB,Jambi,Indonesia,1
Sentani Airport,DJJ,Jayapura,Indonesia,2
Kaimana Airport,KNG,Kaimana,Indonesia,1
Kambuaya Airport,KBX,Kambuaya,Indonesia,1
Longana Airport,LOD,Longana,Vanuatu,1
Lonorore Airport,LNE,Lonorore,Vanuatu,1
